ID,context_id,context_title,context_length,context,question type,question,A,B,C,D,E,answer
10,2,"Fase Perang Badar Kubra (1, 2, 3)",1501,"Pertama, Kafilah Quraisy yang dipimpin Abu Sufyan datang dari arah Syam menuju Makah dengan membawa harta dan dagangan. Menurut Ibnu Hisyam dari Ibn Ishaq mereka ini terdiri dari 30/40 orang Quraisy, diantaranya adalah Makhramah Ibn Naufal dan Amr Ibn Al-Ash ibn Wa'il ibn Hisyam. Sedang dalam kitab Al-Thabari Ka'ab ibn Lu'ai, hal ini berdasarkan riwayat dari Ali bin Nashr bin Ali, dan Abdul Warits dari bapaknya dari Abban Al-Thar dari Hisyam bin Urwah dari Urwah bahwa dia telah menulis kepada Abdul Malik bin Marwan. Namun Al-Thabari juga mengutip dari Ibnu Ishaq dengan jalur dari Ibnu Hamid dari Salmah dari Muhammad bin Ishaq bahwa jumlah rombongan Quraisy tersebut adalah 30/40 orang.

Kedua, berita kafilah ini sampai kepada Nabi, kemudian Muhammad mensunnahkan sahabatnya untuk menghalangi kafilah tersebut. Siapa tahu nanti mendapati rizki dari mereka. Sehingga sebagian sahabat merasa keberatan dan sebagiannya tidak, karena perintah Rasul ini bukanlah suatu kewajiban tetapi hanya sebatas menghalangi mereka, dan sahabat tidak mengira jika Nabi akan menghadapi peperangan.

Ketiga, Abu Sufyan setelah dekat Hijaz mencari tahu terus-menerus kepada para penunggang yang berpapasan dengannya tentang Muhammad dan sahabatnya. Ternyata benar bahwa Muhammad telah mengerahkan sahabatnya untuk menghalangi kafilah. Abu Sufyan sangat takut dan memerintahkan diam-diam Ibn Amr Al-Ghifari ke Mekkah untuk mengumpulkan Quraisy agar menyelamatkan rombongannya dari kelompok Muhammad dan sahabatnya.",how many,Berapa jumlah orang Quraisy yang terlibat dalam rombongan kafilah Quraisy dalam perang Badar Kubra?,70/80,30/40,10/20,1000/2000,100/200,B
11,2,"Fase Perang Badar Kubra (1, 2, 3)",1501,"Pertama, Kafilah Quraisy yang dipimpin Abu Sufyan datang dari arah Syam menuju Makah dengan membawa harta dan dagangan. Menurut Ibnu Hisyam dari Ibn Ishaq mereka ini terdiri dari 30/40 orang Quraisy, diantaranya adalah Makhramah Ibn Naufal dan Amr Ibn Al-Ash ibn Wa'il ibn Hisyam. Sedang dalam kitab Al-Thabari Ka'ab ibn Lu'ai, hal ini berdasarkan riwayat dari Ali bin Nashr bin Ali, dan Abdul Warits dari bapaknya dari Abban Al-Thar dari Hisyam bin Urwah dari Urwah bahwa dia telah menulis kepada Abdul Malik bin Marwan. Namun Al-Thabari juga mengutip dari Ibnu Ishaq dengan jalur dari Ibnu Hamid dari Salmah dari Muhammad bin Ishaq bahwa jumlah rombongan Quraisy tersebut adalah 30/40 orang.

Kedua, berita kafilah ini sampai kepada Nabi, kemudian Muhammad mensunnahkan sahabatnya untuk menghalangi kafilah tersebut. Siapa tahu nanti mendapati rizki dari mereka. Sehingga sebagian sahabat merasa keberatan dan sebagiannya tidak, karena perintah Rasul ini bukanlah suatu kewajiban tetapi hanya sebatas menghalangi mereka, dan sahabat tidak mengira jika Nabi akan menghadapi peperangan.

Ketiga, Abu Sufyan setelah dekat Hijaz mencari tahu terus-menerus kepada para penunggang yang berpapasan dengannya tentang Muhammad dan sahabatnya. Ternyata benar bahwa Muhammad telah mengerahkan sahabatnya untuk menghalangi kafilah. Abu Sufyan sangat takut dan memerintahkan diam-diam Ibn Amr Al-Ghifari ke Mekkah untuk mengumpulkan Quraisy agar menyelamatkan rombongannya dari kelompok Muhammad dan sahabatnya.",who,Siapa saja anggota rombongan kafilah Quraisy yang dipimpin oleh Abu Sufyan dalam fase perang Badar Kubra?,Makhramah Ibn Naufal dan Amr Ibn Al-Ash ibn Wa'il ibn Hisyam,Khalid ibn al-Walid dan Umayyah ibn Khalaf, Abu Jahl dan Abu Lahab,Amr ibn Hisham dan Umayyah ibn Khalaf,Harb ibn Umayyah dan Umayyah ibn Khalaf,A
12,2,"Fase Perang Badar Kubra (1, 2, 3)",1501,"Pertama, Kafilah Quraisy yang dipimpin Abu Sufyan datang dari arah Syam menuju Makah dengan membawa harta dan dagangan. Menurut Ibnu Hisyam dari Ibn Ishaq mereka ini terdiri dari 30/40 orang Quraisy, diantaranya adalah Makhramah Ibn Naufal dan Amr Ibn Al-Ash ibn Wa'il ibn Hisyam. Sedang dalam kitab Al-Thabari Ka'ab ibn Lu'ai, hal ini berdasarkan riwayat dari Ali bin Nashr bin Ali, dan Abdul Warits dari bapaknya dari Abban Al-Thar dari Hisyam bin Urwah dari Urwah bahwa dia telah menulis kepada Abdul Malik bin Marwan. Namun Al-Thabari juga mengutip dari Ibnu Ishaq dengan jalur dari Ibnu Hamid dari Salmah dari Muhammad bin Ishaq bahwa jumlah rombongan Quraisy tersebut adalah 30/40 orang.

Kedua, berita kafilah ini sampai kepada Nabi, kemudian Muhammad mensunnahkan sahabatnya untuk menghalangi kafilah tersebut. Siapa tahu nanti mendapati rizki dari mereka. Sehingga sebagian sahabat merasa keberatan dan sebagiannya tidak, karena perintah Rasul ini bukanlah suatu kewajiban tetapi hanya sebatas menghalangi mereka, dan sahabat tidak mengira jika Nabi akan menghadapi peperangan.

Ketiga, Abu Sufyan setelah dekat Hijaz mencari tahu terus-menerus kepada para penunggang yang berpapasan dengannya tentang Muhammad dan sahabatnya. Ternyata benar bahwa Muhammad telah mengerahkan sahabatnya untuk menghalangi kafilah. Abu Sufyan sangat takut dan memerintahkan diam-diam Ibn Amr Al-Ghifari ke Mekkah untuk mengumpulkan Quraisy agar menyelamatkan rombongannya dari kelompok Muhammad dan sahabatnya.",who,Siapakah yang memberikan perintah kepada para sahabatnya untuk menghalangi kafilah Quraisy dalam fase pertama perang Badar Kubra?, Ali bin Abi Thalib,Abu Bakar,Muhammad,Utsman bin Affan,Umar bin Khattab,C
13,2,"Fase Perang Badar Kubra (1, 2, 3)",1501,"Pertama, Kafilah Quraisy yang dipimpin Abu Sufyan datang dari arah Syam menuju Makah dengan membawa harta dan dagangan. Menurut Ibnu Hisyam dari Ibn Ishaq mereka ini terdiri dari 30/40 orang Quraisy, diantaranya adalah Makhramah Ibn Naufal dan Amr Ibn Al-Ash ibn Wa'il ibn Hisyam. Sedang dalam kitab Al-Thabari Ka'ab ibn Lu'ai, hal ini berdasarkan riwayat dari Ali bin Nashr bin Ali, dan Abdul Warits dari bapaknya dari Abban Al-Thar dari Hisyam bin Urwah dari Urwah bahwa dia telah menulis kepada Abdul Malik bin Marwan. Namun Al-Thabari juga mengutip dari Ibnu Ishaq dengan jalur dari Ibnu Hamid dari Salmah dari Muhammad bin Ishaq bahwa jumlah rombongan Quraisy tersebut adalah 30/40 orang.

Kedua, berita kafilah ini sampai kepada Nabi, kemudian Muhammad mensunnahkan sahabatnya untuk menghalangi kafilah tersebut. Siapa tahu nanti mendapati rizki dari mereka. Sehingga sebagian sahabat merasa keberatan dan sebagiannya tidak, karena perintah Rasul ini bukanlah suatu kewajiban tetapi hanya sebatas menghalangi mereka, dan sahabat tidak mengira jika Nabi akan menghadapi peperangan.

Ketiga, Abu Sufyan setelah dekat Hijaz mencari tahu terus-menerus kepada para penunggang yang berpapasan dengannya tentang Muhammad dan sahabatnya. Ternyata benar bahwa Muhammad telah mengerahkan sahabatnya untuk menghalangi kafilah. Abu Sufyan sangat takut dan memerintahkan diam-diam Ibn Amr Al-Ghifari ke Mekkah untuk mengumpulkan Quraisy agar menyelamatkan rombongannya dari kelompok Muhammad dan sahabatnya.",who,Siapakah yang sangat takut dan mengumpulkan Quraisy untuk menyelamatkan rombongannya ketika mereka mendengar bahwa Muhammad dan sahabatnya telah menghalangi kafilah Quraisy?,Abu Sufyan,Khalid bin Walid,Abu Jahal,Abu Bakr as-Siddiq,Abu Lahab,A
14,2,"Fase Perang Badar Kubra (1, 2, 3)",1501,"Pertama, Kafilah Quraisy yang dipimpin Abu Sufyan datang dari arah Syam menuju Makah dengan membawa harta dan dagangan. Menurut Ibnu Hisyam dari Ibn Ishaq mereka ini terdiri dari 30/40 orang Quraisy, diantaranya adalah Makhramah Ibn Naufal dan Amr Ibn Al-Ash ibn Wa'il ibn Hisyam. Sedang dalam kitab Al-Thabari Ka'ab ibn Lu'ai, hal ini berdasarkan riwayat dari Ali bin Nashr bin Ali, dan Abdul Warits dari bapaknya dari Abban Al-Thar dari Hisyam bin Urwah dari Urwah bahwa dia telah menulis kepada Abdul Malik bin Marwan. Namun Al-Thabari juga mengutip dari Ibnu Ishaq dengan jalur dari Ibnu Hamid dari Salmah dari Muhammad bin Ishaq bahwa jumlah rombongan Quraisy tersebut adalah 30/40 orang.

Kedua, berita kafilah ini sampai kepada Nabi, kemudian Muhammad mensunnahkan sahabatnya untuk menghalangi kafilah tersebut. Siapa tahu nanti mendapati rizki dari mereka. Sehingga sebagian sahabat merasa keberatan dan sebagiannya tidak, karena perintah Rasul ini bukanlah suatu kewajiban tetapi hanya sebatas menghalangi mereka, dan sahabat tidak mengira jika Nabi akan menghadapi peperangan.

Ketiga, Abu Sufyan setelah dekat Hijaz mencari tahu terus-menerus kepada para penunggang yang berpapasan dengannya tentang Muhammad dan sahabatnya. Ternyata benar bahwa Muhammad telah mengerahkan sahabatnya untuk menghalangi kafilah. Abu Sufyan sangat takut dan memerintahkan diam-diam Ibn Amr Al-Ghifari ke Mekkah untuk mengumpulkan Quraisy agar menyelamatkan rombongannya dari kelompok Muhammad dan sahabatnya.",who,Siapa yang Abu Sufyan perintahkan untuk mengumpulkan Quraisy dan menyelamatkan rombongannya dalam fase perang Badar Kubra?,Ibn Amr Al-Ghifari,Umar bin Khattab,Abu Jahal,Umayyah bin Khalaf,Abu Lahab,A
15,2,"Fase Perang Badar Kubra (1, 2, 3)",1501,"Pertama, Kafilah Quraisy yang dipimpin Abu Sufyan datang dari arah Syam menuju Makah dengan membawa harta dan dagangan. Menurut Ibnu Hisyam dari Ibn Ishaq mereka ini terdiri dari 30/40 orang Quraisy, diantaranya adalah Makhramah Ibn Naufal dan Amr Ibn Al-Ash ibn Wa'il ibn Hisyam. Sedang dalam kitab Al-Thabari Ka'ab ibn Lu'ai, hal ini berdasarkan riwayat dari Ali bin Nashr bin Ali, dan Abdul Warits dari bapaknya dari Abban Al-Thar dari Hisyam bin Urwah dari Urwah bahwa dia telah menulis kepada Abdul Malik bin Marwan. Namun Al-Thabari juga mengutip dari Ibnu Ishaq dengan jalur dari Ibnu Hamid dari Salmah dari Muhammad bin Ishaq bahwa jumlah rombongan Quraisy tersebut adalah 30/40 orang.

Kedua, berita kafilah ini sampai kepada Nabi, kemudian Muhammad mensunnahkan sahabatnya untuk menghalangi kafilah tersebut. Siapa tahu nanti mendapati rizki dari mereka. Sehingga sebagian sahabat merasa keberatan dan sebagiannya tidak, karena perintah Rasul ini bukanlah suatu kewajiban tetapi hanya sebatas menghalangi mereka, dan sahabat tidak mengira jika Nabi akan menghadapi peperangan.

Ketiga, Abu Sufyan setelah dekat Hijaz mencari tahu terus-menerus kepada para penunggang yang berpapasan dengannya tentang Muhammad dan sahabatnya. Ternyata benar bahwa Muhammad telah mengerahkan sahabatnya untuk menghalangi kafilah. Abu Sufyan sangat takut dan memerintahkan diam-diam Ibn Amr Al-Ghifari ke Mekkah untuk mengumpulkan Quraisy agar menyelamatkan rombongannya dari kelompok Muhammad dan sahabatnya.",where,Dimana Abu Sufyan mencari tahu tentang keberadaan sahabatnya dan Nabi Muhammad dalam perjalanan kafilah Quraisy ke Mekah?,dekat Hijaz,kamp Abu Jahal,di Mekah,di Kota Ta'if,di Mina,A
16,2,"Fase Perang Badar Kubra (1, 2, 3)",1501,"Pertama, Kafilah Quraisy yang dipimpin Abu Sufyan datang dari arah Syam menuju Makah dengan membawa harta dan dagangan. Menurut Ibnu Hisyam dari Ibn Ishaq mereka ini terdiri dari 30/40 orang Quraisy, diantaranya adalah Makhramah Ibn Naufal dan Amr Ibn Al-Ash ibn Wa'il ibn Hisyam. Sedang dalam kitab Al-Thabari Ka'ab ibn Lu'ai, hal ini berdasarkan riwayat dari Ali bin Nashr bin Ali, dan Abdul Warits dari bapaknya dari Abban Al-Thar dari Hisyam bin Urwah dari Urwah bahwa dia telah menulis kepada Abdul Malik bin Marwan. Namun Al-Thabari juga mengutip dari Ibnu Ishaq dengan jalur dari Ibnu Hamid dari Salmah dari Muhammad bin Ishaq bahwa jumlah rombongan Quraisy tersebut adalah 30/40 orang.

Kedua, berita kafilah ini sampai kepada Nabi, kemudian Muhammad mensunnahkan sahabatnya untuk menghalangi kafilah tersebut. Siapa tahu nanti mendapati rizki dari mereka. Sehingga sebagian sahabat merasa keberatan dan sebagiannya tidak, karena perintah Rasul ini bukanlah suatu kewajiban tetapi hanya sebatas menghalangi mereka, dan sahabat tidak mengira jika Nabi akan menghadapi peperangan.

Ketiga, Abu Sufyan setelah dekat Hijaz mencari tahu terus-menerus kepada para penunggang yang berpapasan dengannya tentang Muhammad dan sahabatnya. Ternyata benar bahwa Muhammad telah mengerahkan sahabatnya untuk menghalangi kafilah. Abu Sufyan sangat takut dan memerintahkan diam-diam Ibn Amr Al-Ghifari ke Mekkah untuk mengumpulkan Quraisy agar menyelamatkan rombongannya dari kelompok Muhammad dan sahabatnya.",who,Sahabat diinstruksikan oleh Rasulullah untuk menghalangi siapa pada saat sebelum perang badar?,Bani Abdud Dar,Umayyah,Bani Makhzum,Quraisy,Bani Hashim,D
17,2,"Fase Perang Badar Kubra (1, 2, 3)",1501,"Pertama, Kafilah Quraisy yang dipimpin Abu Sufyan datang dari arah Syam menuju Makah dengan membawa harta dan dagangan. Menurut Ibnu Hisyam dari Ibn Ishaq mereka ini terdiri dari 30/40 orang Quraisy, diantaranya adalah Makhramah Ibn Naufal dan Amr Ibn Al-Ash ibn Wa'il ibn Hisyam. Sedang dalam kitab Al-Thabari Ka'ab ibn Lu'ai, hal ini berdasarkan riwayat dari Ali bin Nashr bin Ali, dan Abdul Warits dari bapaknya dari Abban Al-Thar dari Hisyam bin Urwah dari Urwah bahwa dia telah menulis kepada Abdul Malik bin Marwan. Namun Al-Thabari juga mengutip dari Ibnu Ishaq dengan jalur dari Ibnu Hamid dari Salmah dari Muhammad bin Ishaq bahwa jumlah rombongan Quraisy tersebut adalah 30/40 orang.

Kedua, berita kafilah ini sampai kepada Nabi, kemudian Muhammad mensunnahkan sahabatnya untuk menghalangi kafilah tersebut. Siapa tahu nanti mendapati rizki dari mereka. Sehingga sebagian sahabat merasa keberatan dan sebagiannya tidak, karena perintah Rasul ini bukanlah suatu kewajiban tetapi hanya sebatas menghalangi mereka, dan sahabat tidak mengira jika Nabi akan menghadapi peperangan.

Ketiga, Abu Sufyan setelah dekat Hijaz mencari tahu terus-menerus kepada para penunggang yang berpapasan dengannya tentang Muhammad dan sahabatnya. Ternyata benar bahwa Muhammad telah mengerahkan sahabatnya untuk menghalangi kafilah. Abu Sufyan sangat takut dan memerintahkan diam-diam Ibn Amr Al-Ghifari ke Mekkah untuk mengumpulkan Quraisy agar menyelamatkan rombongannya dari kelompok Muhammad dan sahabatnya.",what,Bagaimana reaksi Abu Sufyan setelah mengetahui bahwa sahabat Nabi akan menghalangi kafilahnya?,sangat takut,Bahagia,Senang,Marah,Biasa saja,A
18,3,Fase Perang Badar Kubra (4),1602,"Keempat, Atikah binti Abdul Muttalib di Mekkah bermimpi sangat mengagetkan yaitu tiga malam sebelum kedatangan diam-diam. Dalam hal mimpi ini al-Thabari juga menggunakan sumber yang sama dengan Ibn Hisyam yaitu dari Ibn Ishaq yang diperolehnya dari Ibnu Hamid dari Salmah. Atikah menceritakan kepada saudaranya Al-Abbas, saya takut jika ada musibah menimpa kaummu, lalu ditanya mimpi apa? Jawabnya, saya melihat ada seorang penunggang menghadap rombongan dan berhenti di Al-Abthah lagi, kemudian datanglah dlamdlam dan memberi tahu keadaan rombongan Abu Sufyan, bahwa mereka dicegat oleh Muhammad. Kemudian Quraisy siap-siap seraya berkata apakah Muhammad mengira orang Quraisy itu seperti rombongan Ibn Al-Khadlarmi. Tidak, demi Allah ia akan tahu bahwa kita tidak seperti itu. Orang Quraisy ini keluar ke medan perang sendiri atau mengutus gantinya, dan tidak ada seorangpun tokoh mereka yang tertinggal kecuali Abu Lahab dengan mengutus gantinya Al-Ash bin Hisyam bin Al-Mughirah. Bahkan Umayyah bin Khalaf yang telah tua dan sedang mengumpulkan kayu bakarpun didatangi Uqbah bin Abi Mu'aith dan jika tidak ikut maka dianggap termasuk wanita, akhirnya ikut keluar bersama orang banyak. Setelah mereka telah berkumpul untuk berangkat lalu ingat peperangan yang terjadi antara dia (Quraisy) dengan bani Bakar (Kinanah) kemudian takut dan menjadi kendor untuk perang. Kita khawatir kalau orang- orang di belakang kita itu nanti mengikuti kita, hanya saja Iblis kemudian datang kepadanya dengan menyerupai Suraqah Ibn Malik Ibn Ja'syam Al-Mudliji (tokoh bani Kinanah) yang mendorongnya untuk maju terus.",who,Siapa yang bermimpi tiga malam sebelum kedatangan pasukan secara diam-diam menurut cerita Fase Perang Badar Kubra?,Abu Lahab,Fatimah binti Muhammad,Khadijah binti Khuwaylid,Atikah binti Abdul Muttalib,Aisyah binti Abu Bakar,D
19,3,Fase Perang Badar Kubra (4),1602,"Keempat, Atikah binti Abdul Muttalib di Mekkah bermimpi sangat mengagetkan yaitu tiga malam sebelum kedatangan diam-diam. Dalam hal mimpi ini al-Thabari juga menggunakan sumber yang sama dengan Ibn Hisyam yaitu dari Ibn Ishaq yang diperolehnya dari Ibnu Hamid dari Salmah. Atikah menceritakan kepada saudaranya Al-Abbas, saya takut jika ada musibah menimpa kaummu, lalu ditanya mimpi apa? Jawabnya, saya melihat ada seorang penunggang menghadap rombongan dan berhenti di Al-Abthah lagi, kemudian datanglah dlamdlam dan memberi tahu keadaan rombongan Abu Sufyan, bahwa mereka dicegat oleh Muhammad. Kemudian Quraisy siap-siap seraya berkata apakah Muhammad mengira orang Quraisy itu seperti rombongan Ibn Al-Khadlarmi. Tidak, demi Allah ia akan tahu bahwa kita tidak seperti itu. Orang Quraisy ini keluar ke medan perang sendiri atau mengutus gantinya, dan tidak ada seorangpun tokoh mereka yang tertinggal kecuali Abu Lahab dengan mengutus gantinya Al-Ash bin Hisyam bin Al-Mughirah. Bahkan Umayyah bin Khalaf yang telah tua dan sedang mengumpulkan kayu bakarpun didatangi Uqbah bin Abi Mu'aith dan jika tidak ikut maka dianggap termasuk wanita, akhirnya ikut keluar bersama orang banyak. Setelah mereka telah berkumpul untuk berangkat lalu ingat peperangan yang terjadi antara dia (Quraisy) dengan bani Bakar (Kinanah) kemudian takut dan menjadi kendor untuk perang. Kita khawatir kalau orang- orang di belakang kita itu nanti mengikuti kita, hanya saja Iblis kemudian datang kepadanya dengan menyerupai Suraqah Ibn Malik Ibn Ja'syam Al-Mudliji (tokoh bani Kinanah) yang mendorongnya untuk maju terus.",who,Siapa saudara Atikah yang didatangi untuk menceritakan mimpi yang mengkhawatirkannya sebelum Perang Badar Kubra?,Umar bin Khattab,Abu Bakar,Utsman bin Affan,Al-Abbas,Ali bin Abi Thalib,D
20,3,Fase Perang Badar Kubra (4),1602,"Keempat, Atikah binti Abdul Muttalib di Mekkah bermimpi sangat mengagetkan yaitu tiga malam sebelum kedatangan diam-diam. Dalam hal mimpi ini al-Thabari juga menggunakan sumber yang sama dengan Ibn Hisyam yaitu dari Ibn Ishaq yang diperolehnya dari Ibnu Hamid dari Salmah. Atikah menceritakan kepada saudaranya Al-Abbas, saya takut jika ada musibah menimpa kaummu, lalu ditanya mimpi apa? Jawabnya, saya melihat ada seorang penunggang menghadap rombongan dan berhenti di Al-Abthah lagi, kemudian datanglah dlamdlam dan memberi tahu keadaan rombongan Abu Sufyan, bahwa mereka dicegat oleh Muhammad. Kemudian Quraisy siap-siap seraya berkata apakah Muhammad mengira orang Quraisy itu seperti rombongan Ibn Al-Khadlarmi. Tidak, demi Allah ia akan tahu bahwa kita tidak seperti itu. Orang Quraisy ini keluar ke medan perang sendiri atau mengutus gantinya, dan tidak ada seorangpun tokoh mereka yang tertinggal kecuali Abu Lahab dengan mengutus gantinya Al-Ash bin Hisyam bin Al-Mughirah. Bahkan Umayyah bin Khalaf yang telah tua dan sedang mengumpulkan kayu bakarpun didatangi Uqbah bin Abi Mu'aith dan jika tidak ikut maka dianggap termasuk wanita, akhirnya ikut keluar bersama orang banyak. Setelah mereka telah berkumpul untuk berangkat lalu ingat peperangan yang terjadi antara dia (Quraisy) dengan bani Bakar (Kinanah) kemudian takut dan menjadi kendor untuk perang. Kita khawatir kalau orang- orang di belakang kita itu nanti mengikuti kita, hanya saja Iblis kemudian datang kepadanya dengan menyerupai Suraqah Ibn Malik Ibn Ja'syam Al-Mudliji (tokoh bani Kinanah) yang mendorongnya untuk maju terus.",who,Siapa yang memberitahu keadaan rombongan Abu Sufyan sebelum dicegat oleh Muhammad di Al-Abthah pada masa perang badar kubra?,Abdullah bin Abbas,Abu Lahab,Abu Jandal,Abu Sufyan,dlamdlam,E
21,3,Fase Perang Badar Kubra (4),1602,"Keempat, Atikah binti Abdul Muttalib di Mekkah bermimpi sangat mengagetkan yaitu tiga malam sebelum kedatangan diam-diam. Dalam hal mimpi ini al-Thabari juga menggunakan sumber yang sama dengan Ibn Hisyam yaitu dari Ibn Ishaq yang diperolehnya dari Ibnu Hamid dari Salmah. Atikah menceritakan kepada saudaranya Al-Abbas, saya takut jika ada musibah menimpa kaummu, lalu ditanya mimpi apa? Jawabnya, saya melihat ada seorang penunggang menghadap rombongan dan berhenti di Al-Abthah lagi, kemudian datanglah dlamdlam dan memberi tahu keadaan rombongan Abu Sufyan, bahwa mereka dicegat oleh Muhammad. Kemudian Quraisy siap-siap seraya berkata apakah Muhammad mengira orang Quraisy itu seperti rombongan Ibn Al-Khadlarmi. Tidak, demi Allah ia akan tahu bahwa kita tidak seperti itu. Orang Quraisy ini keluar ke medan perang sendiri atau mengutus gantinya, dan tidak ada seorangpun tokoh mereka yang tertinggal kecuali Abu Lahab dengan mengutus gantinya Al-Ash bin Hisyam bin Al-Mughirah. Bahkan Umayyah bin Khalaf yang telah tua dan sedang mengumpulkan kayu bakarpun didatangi Uqbah bin Abi Mu'aith dan jika tidak ikut maka dianggap termasuk wanita, akhirnya ikut keluar bersama orang banyak. Setelah mereka telah berkumpul untuk berangkat lalu ingat peperangan yang terjadi antara dia (Quraisy) dengan bani Bakar (Kinanah) kemudian takut dan menjadi kendor untuk perang. Kita khawatir kalau orang- orang di belakang kita itu nanti mengikuti kita, hanya saja Iblis kemudian datang kepadanya dengan menyerupai Suraqah Ibn Malik Ibn Ja'syam Al-Mudliji (tokoh bani Kinanah) yang mendorongnya untuk maju terus.",who,Siapa sosok yang diserupai oleh syaithan dan mendorong Abu Sufyan untuk maju terus dalam perang Badar Kubra?,Umayyah bin Khalaf,Suraqah Ibn Malik Ibn Ja'syam Al-Mudliji,Khalid bin Walid,Abu Lahab,Abu Jahl ,B
22,3,Fase Perang Badar Kubra (4),1602,"Keempat, Atikah binti Abdul Muttalib di Mekkah bermimpi sangat mengagetkan yaitu tiga malam sebelum kedatangan diam-diam. Dalam hal mimpi ini al-Thabari juga menggunakan sumber yang sama dengan Ibn Hisyam yaitu dari Ibn Ishaq yang diperolehnya dari Ibnu Hamid dari Salmah. Atikah menceritakan kepada saudaranya Al-Abbas, saya takut jika ada musibah menimpa kaummu, lalu ditanya mimpi apa? Jawabnya, saya melihat ada seorang penunggang menghadap rombongan dan berhenti di Al-Abthah lagi, kemudian datanglah dlamdlam dan memberi tahu keadaan rombongan Abu Sufyan, bahwa mereka dicegat oleh Muhammad. Kemudian Quraisy siap-siap seraya berkata apakah Muhammad mengira orang Quraisy itu seperti rombongan Ibn Al-Khadlarmi. Tidak, demi Allah ia akan tahu bahwa kita tidak seperti itu. Orang Quraisy ini keluar ke medan perang sendiri atau mengutus gantinya, dan tidak ada seorangpun tokoh mereka yang tertinggal kecuali Abu Lahab dengan mengutus gantinya Al-Ash bin Hisyam bin Al-Mughirah. Bahkan Umayyah bin Khalaf yang telah tua dan sedang mengumpulkan kayu bakarpun didatangi Uqbah bin Abi Mu'aith dan jika tidak ikut maka dianggap termasuk wanita, akhirnya ikut keluar bersama orang banyak. Setelah mereka telah berkumpul untuk berangkat lalu ingat peperangan yang terjadi antara dia (Quraisy) dengan bani Bakar (Kinanah) kemudian takut dan menjadi kendor untuk perang. Kita khawatir kalau orang- orang di belakang kita itu nanti mengikuti kita, hanya saja Iblis kemudian datang kepadanya dengan menyerupai Suraqah Ibn Malik Ibn Ja'syam Al-Mudliji (tokoh bani Kinanah) yang mendorongnya untuk maju terus.",who,Siapa yang mengutus Al-Ash bin Hisyam bin Al-Mughirah untuk menggantikan dirinya dalam peperangan di perang bada kubra?,Abu Jahal,Abu Lahab,Abu Sufyan,Umar bin Khattab,Abu Bakr,B
23,3,Fase Perang Badar Kubra (4),1602,"Keempat, Atikah binti Abdul Muttalib di Mekkah bermimpi sangat mengagetkan yaitu tiga malam sebelum kedatangan diam-diam. Dalam hal mimpi ini al-Thabari juga menggunakan sumber yang sama dengan Ibn Hisyam yaitu dari Ibn Ishaq yang diperolehnya dari Ibnu Hamid dari Salmah. Atikah menceritakan kepada saudaranya Al-Abbas, saya takut jika ada musibah menimpa kaummu, lalu ditanya mimpi apa? Jawabnya, saya melihat ada seorang penunggang menghadap rombongan dan berhenti di Al-Abthah lagi, kemudian datanglah dlamdlam dan memberi tahu keadaan rombongan Abu Sufyan, bahwa mereka dicegat oleh Muhammad. Kemudian Quraisy siap-siap seraya berkata apakah Muhammad mengira orang Quraisy itu seperti rombongan Ibn Al-Khadlarmi. Tidak, demi Allah ia akan tahu bahwa kita tidak seperti itu. Orang Quraisy ini keluar ke medan perang sendiri atau mengutus gantinya, dan tidak ada seorangpun tokoh mereka yang tertinggal kecuali Abu Lahab dengan mengutus gantinya Al-Ash bin Hisyam bin Al-Mughirah. Bahkan Umayyah bin Khalaf yang telah tua dan sedang mengumpulkan kayu bakarpun didatangi Uqbah bin Abi Mu'aith dan jika tidak ikut maka dianggap termasuk wanita, akhirnya ikut keluar bersama orang banyak. Setelah mereka telah berkumpul untuk berangkat lalu ingat peperangan yang terjadi antara dia (Quraisy) dengan bani Bakar (Kinanah) kemudian takut dan menjadi kendor untuk perang. Kita khawatir kalau orang- orang di belakang kita itu nanti mengikuti kita, hanya saja Iblis kemudian datang kepadanya dengan menyerupai Suraqah Ibn Malik Ibn Ja'syam Al-Mudliji (tokoh bani Kinanah) yang mendorongnya untuk maju terus.",who,Siapa yang tadinya sedang mengumpulkan kayu bakar dan tidak ikut berperang namun akhirnya ikut keluar bersama orang banyak karena dipaksa dalam persiapan untuk perang Badar Kubra?,Umar bin Al-Khattab,Umayyah bin Khalaf,Abu Lahab,Khalid bin Walid,Abu Sufyan bin Harb,B
